ID,y
291,94.9008520273
292,112.069056699
293,111.678893519
296,94.3505508916
297,112.133867312
298,116.029247752
299,94.9305164692
304,93.9521075323
305,79.3114810833
306,94.2969398391
307,112.103272736
311,108.804625868
313,112.103272736
314,93.9377543954
316,94.9952676103
324,94.1684420382
327,99.676025454
329,93.9521075323
330,112.103272736
337,104.362762588
338,94.9057903709
339,104.278260371
340,94.9226511256
343,94.3620911166
345,116.039224591
346,94.2141336208
347,112.158834828
349,112.343723683
350,94.2224112788
352,112.165932581
353,94.2127513134
354,79.2578544298
357,94.1240396739
358,112.151232734
362,112.103272736
364,116.185142927
365,103.540646523
366,94.9263587474
367,112.107967859
368,94.9376142219
370,79.1481524076
373,95.3486961811
377,93.9494797864
378,111.703861036
382,102.712790032
384,112.121734871
390,94.4714936815
392,112.158834828
393,111.708556159
395,94.928157957
396,104.354541187
399,79.1894511185
406,112.103272736
408,112.103272736
409,93.9353553075
410,79.1371393231
412,112.165949283
413,94.3594633707
419,94.4714936815
420,112.155955743
421,94.3594633707
430,98.163716154
434,94.2924698322
436,94.9255302112
437,94.1193445507
438,94.3594633707
439,112.121734871
440,94.1146489422
443,111.708556159
446,94.9376142219
448,94.1240396739
452,94.1214119281
453,103.925048644
457,104.311648254
458,94.2895907467
459,115.219794078
460,103.873817615
462,105.163278466
464,103.878474058
465,116.039224591
467,116.972489243
471,112.107967859
472,79.1119128281
473,94.2029069674
475,94.934986476
480,95.3422759393
488,112.107967859
490,112.103272736
491,103.519281941
492,79.1158532937
493,94.1240396739
497,94.2127513134
498,112.158834828
499,95.339938843
500,103.516498076
501,94.2895907467
502,112.158834828
506,79.2064247494
510,111.703861036
511,93.5947858905
512,93.9521075323
516,94.3617999818
518,93.9283255249
519,112.158834828
521,94.2144242704
522,112.114637118
526,112.114637118
529,95.8627166769
532,112.114637118
533,94.1216811618
536,112.121734871
537,99.2455118112
539,94.9305164692
540,103.524839829
541,94.9383747881
543,94.2877742238
546,112.158834828
547,94.1120211964
548,79.2853811844
551,94.1240396739
552,103.873817615
556,104.937821215
557,95.3469710625
558,112.107967859
559,94.9376142219
560,103.803421811
562,103.699922195
566,95.3279228023
570,112.158834828
571,94.1193445507
572,104.568054619
573,94.9305164692
575,116.039224591
576,112.152261876
577,94.2197835329
579,94.3594633707
580,112.158834828
581,111.773889095
589,112.103272736
591,103.481411731
593,94.934986476
594,102.769559808
595,94.2977004053
598,94.1240396739
602,112.158834828
604,112.121734871
606,112.354821501
608,94.9263587474
609,103.524839829
610,94.2924698322
616,112.158834828
617,95.3419848045
618,102.706675807
620,103.519696399
622,110.577592904
623,94.3597326044
624,102.964302571
626,112.114637118
628,112.114637118
629,94.2200527666
630,112.121734871
637,94.9289864933
638,104.242651569
643,93.2307487607
645,95.3422759393
646,116.965374789
648,95.3522785585
652,95.3328876445
653,94.1193445507
654,112.158834828
656,112.158834828
657,94.2352857062
659,92.2680648135
660,103.915985012
663,94.3583222496
664,112.121734871
666,103.866094309
668,112.158834828
669,93.2188210907
671,95.3446125504
675,94.3617999818
677,94.1143582926
678,112.139627135
679,103.833210181
682,95.3324315933
685,103.737136048
687,94.7843441556
688,93.4202899066
693,110.436839816
696,99.5211721731
698,95.1905408394
701,95.6952368261
704,104.775524769
705,115.894715972
709,111.976467576
710,93.9626231927
711,103.726117923
712,95.1905194235
714,111.939871959
715,92.5001608493
716,111.922306321
717,93.7752784135
720,115.894715972
721,93.799060421
724,103.36122805
725,94.7843441556
726,111.922306321
728,111.9332027
731,94.2063648602
734,103.802725193
738,93.799060421
745,111.552832757
746,93.8047796605
751,79.0658820238
754,94.2063648602
756,94.2060742106
758,95.6905417028
759,114.597127088
761,115.894715972
766,93.9663640123
767,111.990012064
768,94.2063648602
769,111.946969712
770,95.1811525446
771,78.9713446751
772,103.744649337
773,93.9746416703
774,111.990012064
776,111.946969712
777,93.9683685296
780,115.894715972
782,103.37574809
787,103.350874705
788,94.7772464029
792,94.2063648602
793,111.997126519
798,93.973739043
800,94.2063648602
806,111.922306321
809,111.946969712
811,111.936992874
812,94.0577033976
814,115.894715972
816,103.366231936
817,94.7843441556
818,108.647995575
820,111.922306321
823,94.1362230024
829,94.2004457144
830,114.613895292
831,94.0609947976
834,111.939871959
839,93.9746416703
841,79.0644549435
844,103.380583984
845,94.139102088
848,93.799060421
850,95.6889851012
851,103.724725876
852,92.0911328822
854,93.9649817049
855,95.1881847641
856,103.34269957
859,103.742496198
861,111.990012064
864,93.9676094508
865,111.990012064
866,94.2110604686
867,94.0636225435
869,95.1905194235
871,94.0659810557
872,111.922306321
882,103.346889092
883,94.139102088
885,94.7817164097
888,99.5315168354
893,111.922306321
901,111.964861976
903,103.370190202
904,95.1879130935
905,103.729689897
910,95.1928779356
911,111.939871959
914,111.946969712
918,111.952770086
921,94.2037371143
928,93.9746416703
929,103.742829053
932,93.081350757
933,104.781106986
934,95.1928779356
935,111.990012064
937,79.1439978587
939,94.7772464029
940,103.352958818
941,93.9720139244
942,103.710436367
943,95.1905408394
944,103.731855211
947,111.922306321
949,111.55752788
951,111.552832757
952,94.7923303057
953,103.370190202
954,79.0221278064
957,111.946969712
959,94.2144426119
960,116.783766213
963,115.894715972
965,111.922306321
967,103.713443849
971,93.9720139244
972,78.9872595931
973,95.1881823272
974,111.946969712
975,95.6983519801
978,118.111542779
980,112.021423963
981,95.1879130935
984,111.946969712
986,95.1928779356
988,94.2063648602
989,111.939871959
990,103.332826145
992,111.964861976
996,93.9699465471
999,111.932575999
1000,93.9616688891
1001,111.990012064
1002,94.2037371143
1003,111.946969712
1004,94.2060956265
1008,111.939871959
1009,92.0948712649
1010,104.778537999
1012,116.77666846
1013,94.2244491443
1014,111.932269865
1015,94.0633533098
1016,115.894715972
1019,94.0609947976
1020,111.932575999
1021,95.1928779356
1022,104.773341383
1024,95.1928779356
1025,79.095370128
1027,95.1855545813
1028,103.730439262
1029,95.7022666087
1030,94.7730886811
1033,111.946969712
1036,93.7870443803
1037,111.552832757
1038,93.7998209872
1042,94.7772464029
1043,103.374474856
1044,93.9676094508
1045,111.939871959
1047,114.903287757
1050,94.1367649918
1051,111.922306321
1054,94.1362230024
1056,95.1879130935
1057,94.139102088
1059,94.7720088051
1062,96.279546573
1063,104.766968129
1064,95.1879130935
1066,93.9746416703
1070,103.714680505
1076,111.939871959
1077,97.4764000764
1078,111.938893387
1080,111.922306321
1082,112.68862923
1083,99.5315168354
1089,112.681396684
1091,100.501196146
1093,95.5137815718
1097,95.8848196656
1099,94.8657757039
1101,95.8850893845
1103,96.4591206688
1104,112.652296504
1106,112.645627245
1109,94.4901660774
1110,112.640932122
1111,95.5945911285
1112,116.461636635
1114,94.9383643254
1116,94.4788470934
1117,112.270745672
1120,95.0056270975
1124,112.659394257
1125,95.0237118133
1126,112.652296504
1134,112.696494215
1137,95.0230481592
1138,112.652296504
1144,112.640932122
1145,94.9435948984
1146,94.4845375812
1148,96.4661504514
1150,95.0056270975
1152,104.072892998
1153,95.5047685682
1154,103.257194753
1155,95.5066838191
1157,94.1233855818
1162,95.5066838191
1165,112.659394257
1166,95.1530791756
1167,105.46353342
1168,95.8850893845
1169,104.429247323
1171,116.576883977
1172,95.8897845078
1173,104.429247323
1174,94.7588131399
1176,95.880396213
1177,104.407496911
1178,94.7588131399
1182,112.659394257
1186,95.8850893845
1187,112.710706422
1188,95.0263395592
1189,116.576883977
1191,103.266732412
1192,95.5066838191
1197,112.277978218
1198,94.4894558692
1200,79.7018469386
1201,94.7561853941
1203,95.8897845078
1209,116.576883977
1214,104.4181197
1218,112.295109916
1222,95.0230481592
1226,95.5055039138
1228,94.7467970993
1230,94.2655341712
1232,79.8022814015
1233,94.8779213726
1236,115.801156858
1238,94.7097262699
1241,112.640932122
1244,104.982506397
1246,95.0240024629
1247,112.703591967
1250,112.688892121
1251,94.8657757039
1254,112.659394257
1255,94.7097262699
1256,112.699381828
1257,94.2714575857
1258,94.1197880477
1259,112.640932122
1260,95.5137815718
1263,112.640932122
1267,79.6905536022
1268,112.648461954
1271,95.5066838191
1272,112.640932122
1274,104.061192284
1275,95.5066838191
1276,112.640932122
1277,94.4891652196
1279,94.4845375812
1281,94.9402749965
1282,95.0263395592
1283,112.696494215
1285,112.659394257
1286,95.020711063
1289,112.652296504
1296,112.704352534
1299,95.0056270975
1301,94.714691112
1306,94.9480233938
1307,94.7561853941
1308,94.4876352437
1313,112.640932122
1314,95.5038047336
1315,112.640932122
1316,94.4988907181
1317,112.640932122
1319,94.4988907181
1323,95.8850893845
1324,104.42254971
1325,94.7561853941
1328,105.47615607
1329,95.8827522882
1330,112.696494215
1331,95.1460469561
1332,104.441788228
1337,95.5025260974
1338,112.277978218
1339,94.8637078414
1340,112.696494215
1343,111.865648971
1347,104.259099416
1348,94.2276444022
1349,103.98279422
1352,94.0450975063
1354,95.441187496
1359,112.222545369
1360,95.4458806675
1363,112.204083234
1364,99.7664912901
1365,103.634750912
1366,95.0348555675
1372,95.0593531457
1375,103.622629759
1376,94.3960745605
1378,94.3226623934
1379,112.212568531
1380,95.4458806675
1381,103.9887512
1384,112.451631934
1387,94.4633373327
1388,112.215447616
1392,79.390325749
1394,104.459134436
1395,95.0480976712
1396,112.204083234
1398,94.4061753502
1399,112.204083234
1400,94.0417971333
1401,94.0557122606
1403,94.4008138011
1404,112.926472828
1406,112.204083234
1407,94.3960745605
1408,112.204083234
1410,79.233420185
1412,112.204083234
1413,95.0593531457
1415,95.044922354
1420,112.204083234
1422,111.821803233
1423,105.812084336
1424,112.204083234
1425,95.0674308974
1426,79.233420185
1427,95.4505757908
1429,94.3109374875
1430,112.259645327
1431,95.441187496
1432,104.0396961
1434,112.207845522
1437,95.0478014396
1438,103.702997469
1440,112.215447616
1441,112.259645327
1442,94.2276444022
1444,112.218781462
1445,95.044922354
1446,103.625650327
1448,93.6983906188
1453,94.0557122606
1454,112.204083234
1455,95.0478014396
1456,112.9209727
1458,112.204083234
1459,94.0538450809
1461,94.4005445673
1465,94.4633373327
1466,112.208874664
1469,95.4458806675
1472,94.0557122606
1474,94.3838071801
1477,112.208778357
1479,112.204083234
1482,93.676930223
1483,79.3397470983
1487,95.4385573132
1488,112.259645327
1490,112.222545369
1492,112.444534182
1494,116.140035089
1496,102.827398207
1497,94.2252858901
1499,95.4505757908
1502,94.2206121827
1507,112.9209727
1508,94.0450975063
1509,112.204083234
1511,94.0637900123
1512,112.208778357
1513,116.130058251
1514,103.62400849
1518,112.222545369
1519,94.463068099
1522,112.215447616
1524,79.2533220938
1527,94.2276444022
1529,93.284389853
1532,103.977457851
1536,112.222545369
1537,116.140035089
1539,103.949963748
1542,112.204083234
1543,94.3960745605
1544,103.632310225
1545,79.5288638588
1550,94.3960745605
1551,111.797438988
1554,103.923879095
1556,103.63604411
1559,93.8246300204
1560,79.2465881684
1562,95.4378936592
1566,94.463068099
1567,112.222545369
1569,103.969919038
1570,116.024787747
1571,112.215447616
1574,94.0450975063
1578,103.625650327
1580,94.4630466831
1583,112.208778357
1584,94.0450975063
1585,112.208778357
1586,94.4703695522
1587,112.222545369
1588,94.463068099
1590,116.12038264
1592,103.582728382
1596,112.926472828
1598,111.819369762
1599,94.3960745605
1604,115.811044283
1606,103.580929509
1607,95.0593531457
1608,103.592601807
1609,116.140035089
1611,95.0381469675
1613,95.0510754877
1616,95.4482172787
1619,112.208874664
1620,94.4633373327
1621,112.222545369
1622,94.2206121827
1625,112.240437633
1627,116.140035089
1629,112.204083234
1634,95.4435435713
1636,94.2276444022
1638,103.968568356
1639,94.2276444022
1641,95.4505757908
1643,95.0480976712
1644,102.832647248
1645,116.140035089
1646,94.3911097184
1647,103.800732694
1648,95.4435435713
1652,94.4630466831
1653,112.222545369
1656,94.4838414777
1658,94.3960745605
1659,112.204083234
1661,94.3937160484
1663,95.0593531457
1664,112.208778357
1665,95.0478014396
1666,103.63604411
1667,103.632166199
1668,79.2325787101
1669,103.613583709
1670,95.0480976712
1672,112.222545369
1674,112.207845522
1677,112.259645327
1678,94.463068099
1679,112.222545369
1680,94.4664549236
1683,103.979592134
1686,103.994195141
1687,111.821803233
1689,112.208778357
1690,94.0557122606
1691,116.140035089
1692,112.222545369
1693,94.0450975063
1695,94.3913789521
1696,94.0557122606
1697,112.204083234
1700,103.63604411
1701,95.4411850591
1702,112.222545369
1703,94.463068099
1704,112.256766241
1706,95.4479480449
1707,112.222545369
1708,95.4409158254
1710,95.4482172787
1711,103.970648023
1713,105.027186954
1717,103.965738619
1719,103.625650327
1720,94.3934468146
1722,95.0365328786
1725,103.653158325
1726,95.4435435713
1727,103.910695135
1729,112.215447616
1730,94.463068099
1731,112.215447616
1733,103.63604411
1734,95.0454643434
1735,111.821803233
1738,95.0543668877
1742,94.2363355178
1745,112.207845522
1747,95.4385573132
1749,96.1831416201
1751,96.1805138743
1752,80.0211335492
1753,104.308938823
1754,95.1938927936
1755,95.7359561354
1756,105.07090967
1758,112.51262971
1759,95.7314861286
1760,105.119909448
1761,112.889034123
1762,94.8131765142
1763,112.878418322
1764,94.9893179223
1766,96.188451553
1768,94.9960784712
1769,79.9880024286
1771,112.926450583
1772,94.9960784712
1773,104.662159998
1774,96.1858238072
1775,112.926450583
1777,112.895151
1779,95.7314861286
1780,105.39583722
1787,95.263514078
1788,94.993741375
1790,96.1805138743
1796,112.889350625
1801,95.2481686625
1803,96.1866444449
1807,112.889350625
1809,112.875583614
1812,94.9890462517
1813,112.889350625
1814,95.275562816
1815,112.912709234
1816,95.2842660408
1818,94.3632133904
1820,94.8202742669
1821,116.031113227
1822,95.7314861286
1825,94.9797977311
1826,104.666140089
1828,96.1831416201
1831,104.67855026
1836,113.255602089
1837,94.9987062171
1841,95.1842531591
1844,103.454273015
1848,95.3755443888
1851,104.616769005
1852,100.731152515
1853,95.263514078
1854,112.926450583
1856,95.2750251881
1859,112.875583614
1860,96.1831416201
1861,80.0484456173
1863,104.662909363
1865,94.9960784712
1866,104.380483667
1867,95.7273284068
1868,95.263514078
1872,94.9960784712
1879,95.7265212865
1880,104.279221491
1882,94.9960784712
1885,104.67110411
1887,104.285663553
1888,92.7420027677
1890,116.675587717
1894,95.7335976233
1895,104.286598967
1896,96.2031982521
1897,112.933548336
1900,112.882252873
1901,94.4962598952
1902,112.890111192
1905,95.108179798
1906,112.87567992
1912,104.286897695
1915,96.1738930995
1916,104.656580034
1917,96.1805138743
1918,104.675299155
1920,80.057663462
1923,96.7094711778
1924,104.917339046
1925,96.1805138743
1930,116.806840345
1932,112.87088849
1933,95.0839010127
1934,112.51262971
1935,94.4962598952
1940,79.9880024286
1941,94.9890462517
1942,112.926450583
1943,94.5040776399
1944,95.1055520521
1945,112.55048587
1948,116.806840345
1949,94.8229020128
1952,95.1772085389
1954,94.8122872585
1955,112.87088849
1958,94.8232773039
1959,80.0473765469
1960,112.878418322
1963,95.7288583827
1965,94.9898053305
1968,104.278037948
1969,100.720807852
1971,95.7367167016
1972,112.882252873
1973,95.263514078
1975,95.263514078
1977,94.9866901765
1978,95.2809746409
1979,112.926450583
1981,95.263514078
1982,112.874650779
1987,112.882252873
1988,95.263514078
1993,95.2903629916
1997,94.993741375
1999,96.1805138743
2001,95.7335976233
2002,116.031113227
2003,95.2661418239
2004,80.0016705474
2006,112.926450583
2007,96.2099808054
2009,105.119909448
2010,95.7202175675
2013,95.7273284068
2018,80.1322647969
2022,103.495376619
2024,112.885586718
2025,95.728607043
2026,103.586470636
2030,105.119909448
2031,95.1938927936
2032,104.286897695
2033,96.1831416201
2035,95.108179798
2036,112.926450583
2037,95.263514078
2040,95.7335976233
2043,112.94066279
2044,104.585500969
2046,105.72401421
2054,112.882942795
2055,95.1910137081
2056,105.39583722
2059,94.8066035615
2060,94.4962598952
2062,93.8542829951
2063,112.926450583
2066,95.7335976233
2067,112.525066285
2072,95.2816597108
2073,112.889034123
2074,94.804078869
2075,111.362414699
2076,95.3732077777
2080,95.1125842716
2082,94.4962598952
2085,111.335020545
2087,112.875583614
2091,112.868754424
2092,95.7273284068
2093,105.39583722
2098,95.8145747011
2101,112.878418322
2102,94.3632133904
2103,79.9880024286
2105,104.380483667
2106,95.7314861286
2107,112.889034123
2110,94.9960784712
2114,95.2656643568
2115,112.926450583
2117,80.0618174914
2118,93.0364809304
2119,104.651850579
2120,96.1831416201
2122,93.9920058665
2123,112.889350625
2126,95.7367167016
2127,104.350260907
2128,95.1879915418
2129,112.87088849
2132,95.1816254133
2135,104.296102819
2138,94.9987062171
2139,116.806840345
2141,113.240480912
2142,94.9937199591
2146,95.7417565097
2151,112.874650779
2157,103.349018196
2159,112.705686017
2162,95.5706572193
2164,116.640857377
2167,94.9230619894
2168,112.716269904
2171,94.9345750974
2173,95.5758877923
2174,104.131897358
2175,94.8313774992
2178,95.5706572193
2180,95.569477314
2185,112.716269904
2189,95.0998828994
2190,112.359083317
2192,104.08355067
2194,115.865130259
2200,113.011959068
2201,95.0900932053
2203,112.724128223
2204,95.0900932053
2205,112.724128223
2209,113.021519217
2213,104.482369001
2214,94.8269730256
2215,112.752865521
2216,95.0900932053
2218,94.8243452797
2219,104.482762699
2220,95.9490627846
2222,94.3344913925
2223,112.704905522
2225,112.709600645
2226,95.0921391668
2230,95.0000006292
2233,112.359083317
2234,112.724128223
2235,95.0900932053
2236,79.7883626655
2237,94.8316467329
2240,115.865130259
2241,94.5628641183
2248,104.1355732
2249,95.5691272434
2250,112.704905522
2252,112.716269904
2253,95.1082388382
2254,112.716269904
2256,79.8261389005
2258,94.3269841428
2259,112.341951618
2262,95.572768714
2265,95.5706572193
2266,104.173030946
2269,95.0546720813
2271,95.9443696131
2273,95.0874654595
2274,112.716269904
2275,95.0900932053
2277,94.8269730256
2279,95.0900932053
2280,79.7990801311
2282,95.569477314
2283,104.09850345
2288,95.0874654595
2289,113.5504234
2291,95.9467256884
2292,116.640857377
2297,95.9467256884
2298,104.475450402
2299,94.8424694966
2300,112.723384359
2301,95.0900932053
2304,94.9968308941
2305,104.23946394
2306,95.572768714
2308,95.2123788684
2309,112.704905522
2311,98.878971463
2312,104.134508864
2316,104.154244661
2321,104.471470311
2322,112.768325934
2325,104.466334344
2326,95.2196803216
2329,116.640857377
2330,94.8269730256
2331,104.494807859
2332,112.359083317
2333,95.572768714
2334,104.092440165
2335,112.763355228
2337,112.724128223
2338,94.9312626546
2340,112.359083317
2342,95.1082388382
2345,94.5605056061
2349,94.5605056061
2351,79.9034202321
2352,95.9467256884
2354,112.704905522
2355,116.085717565
2357,112.709600645
2358,94.5390821108
2360,95.5706572193
2361,112.704905522
2364,94.8340052451
2366,95.9789317298
2369,104.866689858
2370,95.577754972
2371,112.359083317
2373,118.225479278
2374,95.0207567765
2376,112.723367657
2378,112.987190544
2382,95.9443696131
2383,95.0874654595
2386,104.498777159
2387,95.9417418672
2389,94.9265889473
2390,113.553504197
2392,94.5670079649
2398,112.359083317
2399,95.9467256884
2400,95.1056110923
2401,112.346646742
2402,94.9994586399
2404,95.1382053017
2407,113.548920192
2408,112.704905522
2409,112.704905522
2412,79.9822710394
2413,95.951130162
2415,94.829018987
2420,113.553504197
2422,94.9997099796
2423,104.100464675
2426,95.9443671762
2432,94.8243452797
2434,95.0874440436
2435,94.9265889473
2436,112.752865521
2438,113.015056566
2440,112.760467615
2443,94.9906123345
2444,94.57094187
2447,104.1355732
2450,95.577754972
2454,94.9338904005
2455,112.760467615
2459,95.572768714
2460,112.705686017
2463,94.9973728834
2465,94.5534292693
2468,79.812062561
2469,95.0900932053
2474,94.9289255584
2478,94.9994586399
2480,94.5628641183
2481,115.865130259
2489,95.572768714
2490,104.958835884
2492,94.3354309858
2496,95.572768714
2497,112.704905522
2500,95.9467256884
2505,95.572768714
2507,94.9265889473
2508,112.724128223
2509,95.9487716499
2510,80.012936648
2513,95.0874654595
2515,95.572768714
2518,95.0874654595
2519,113.011959068
2520,95.0874654595
2521,112.723367657
2523,112.346646742
2525,94.8243452797
2529,111.640347849
2530,93.9078221198
2533,112.390635198
2535,93.1471143802
2538,103.044939017
2544,112.393606653
2553,111.63248953
2556,93.665105052
2558,93.9132721256
2559,116.766779927
2560,93.6630590906
2561,111.63248953
2562,93.9051943739
2563,111.640347849
2564,93.8573580939
2565,111.275302942
2567,103.801873717
2572,93.8426708423
2575,94.8497858735
2576,111.639587283
2577,93.7597382742
2578,94.3771361652
2579,111.258171244
2580,93.7588029495
2582,111.690304654
2583,93.8995444618
2587,93.6557381731
2589,111.63248953
2590,95.4013653561
2591,111.640347849
2594,93.2693089756
2597,94.381606172
2598,103.041881169
2599,91.5157088645
2600,102.183708223
2602,111.319012081
2603,93.8426708423
2604,103.711294326
2606,110.13748318
2607,78.7114132363
2608,93.9233400068
2613,111.640347849
2614,93.9233400068
2615,111.683206902
2617,111.683206902
2620,93.9054636077
2623,111.629610445
2624,93.9073446528
2627,111.640347849
2629,78.7114132363
2630,93.7588029495
2632,94.8403975787
2636,93.9040532528
2639,95.3943331366
2640,103.39888185
2642,111.640347849
2644,103.041881169
2646,110.142178303
2647,93.9073446528
2649,93.665105052
2650,108.313454583
2652,103.038233934
2653,103.005880161
2655,109.649614543
2657,111.275302942
2659,111.621125148
2662,93.9051943739
2663,114.599050988
2664,94.3747990689
2665,103.022677009
2670,93.6940619774
2671,103.382595306
2672,91.7993287897
2675,103.038233934
2677,110.13748318
2679,111.621125148
2683,111.683206902
2684,93.9259463368
2685,93.6580728325
2688,103.38721172
2689,94.8524136194
2690,104.362484467
2693,95.4013653561
2694,111.639587283
2697,99.2504057932
2699,94.8524136194
2703,93.2693089756
2705,103.382302316
2709,78.793533014
2710,93.6627684409
2711,111.68222833
2712,91.7803713371
2713,94.4075765268
2714,111.625820271
2715,93.7564444374
2717,93.9051943739
2718,114.340892469
2720,111.638625413
2721,93.6674635642
2726,94.8524136194
2728,93.6630590906
2731,103.018425641
2732,111.621125148
2734,93.474377161
2736,103.038233934
2737,94.3842339179
2738,103.000221393
2739,111.621905643
2746,93.6604313447
2749,102.995311988
2751,115.592241439
2752,104.37071422
2753,93.6640948022
2757,103.805520952
2758,94.8500551073
2759,111.629610445
2760,95.3949992276
2762,111.683206902
2764,94.8497858735
2765,111.87037043
2769,111.625820271
2771,111.683206902
2774,93.9203178406
2776,93.4887029036
2777,112.391187322
2778,93.270726036
2779,111.683206902
2782,93.2674279305
2784,93.7658351691
2787,93.1280005868
2789,91.526446269
2792,94.3792476598
2798,94.3842339179
2799,103.02737917
2800,93.6541606408
2801,78.7528828333
2802,93.2693089756
2804,93.6755413159
2807,103.047334518
2808,94.3842339179
2809,117.18467636
2811,115.5822646
2812,93.665105052
2814,93.9078221198
2816,93.6674635642
2817,111.628239603
2818,111.621125148
2820,111.258171244
2821,78.8309589052
2822,94.8500551073
2823,103.388890398
2824,93.6674635642
2826,93.913951712
2829,93.270726036
2834,93.6477136751
2835,78.821256455
2838,94.3873254115
2839,111.621125148
2840,93.1376795312
2841,111.265285699
2842,94.3792476598
2846,111.262866368
2848,94.8497858735
2849,93.755043151
2850,111.625820271
2851,94.3771361652
2853,93.2650932712
2854,111.640347849
2858,111.68315296
2861,94.842734675
2864,93.270726036
2865,114.599050988
2866,111.63248953
2867,93.7588029495
2868,111.639587283
2870,111.640347849
2877,95.3987376103
2878,111.640347849
2880,111.639587283
2882,78.7024717714
2883,94.8606901558
2884,103.429376732
2885,93.6607005784
2887,94.3792476598
2888,110.152181408
2889,94.3771361652
2890,103.055377146
2891,96.8054059305
2892,115.592241439
2893,93.4981591685
2898,111.625820271
2899,93.825620263
2900,111.621125148
2901,93.898433825
2909,94.8547507157
2910,111.639587283
2911,111.262866368
2913,111.621125148
2914,94.8719402773
2918,93.2855735634
2919,111.69106522
2920,93.9098894972
2921,111.640347849
2922,91.7991424574
2923,103.000221393
2925,112.398662841
2926,93.7588029495
2927,111.640347849
2929,111.639587283
2933,93.7601201523
2934,111.63248953
2936,112.396930423
2941,103.927766884
2942,94.3224395083
2943,112.313573118
2945,105.116422961
2950,94.5699497313
2951,112.313573118
2953,115.925311179
2954,94.3320994737
2955,104.063801539
2956,95.5510611217
2960,95.5416728269
2962,94.7882432354
2963,104.691173605
2964,103.734169612
2966,79.3213732154
2967,94.5657338816
2968,112.354891743
2969,94.5673219854
2971,93.7988759497
2972,95.5440289022
2974,94.5017904644
2975,112.306903859
2977,116.238160591
2980,112.310694033
2981,94.5800948603
2983,95.1656233368
2984,104.608615995
2985,116.238160591
2986,104.562251733
2987,95.5440289022
2989,92.4540092398
2990,112.307000166
2991,96.1210609368
2992,79.3315456868
2995,100.194249641
2996,102.887478978
3002,112.376033216
3004,112.320354369
3005,116.238160591
3006,95.5521066538
3010,95.5460748637
3011,103.759513578
3014,94.4208111131
3015,94.1535698456
3016,95.1679604331
3017,117.737585085
3018,93.8068620998
3021,103.685763288
3024,103.727423065
3028,94.3224395083
3030,93.928764459
3032,94.3294717278
3039,95.5664440463
3040,105.188532007
3041,94.343212887
3043,93.9298708272
3044,112.326471245
3046,111.902797036
3055,93.7854958939
3056,112.302208736
3058,94.5673219854
3059,112.559351882
3061,116.238160591
3063,103.783054477
3066,95.1638027113
3067,103.727423065
3068,79.3086063575
